vuln_id,severity_raw,ip,instance_id,hostname,port,component,affected_version,cvss_score,cvss_vector,description,references,title,fix_version,published_date,epss_score,kev_flag,exploit_exists,exploit_count,asset_id,inferred_role,exposure_score,environment,cloud_type,dependency_level,dependency_score,asset_criticality_score,first_seen,last_seen,priority_score,priority_level,fix_available
CVE-2021-27922,HIGH,10.200.50.15,,hr-db.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pillow Uncontrolled Resource Consumption,"['https://nvd.nist.gov/vuln/detail/CVE-2021-27922', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/756fff33128a0b643d10518a26ad04b726dd8973', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-41.yaml', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.2.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html']",CVE-2021-27922: Pillow before 8.1.2 allows attackers to cause a denial of service (memory con...,8.1.1,03-03-2021,0.00309,0,0,0,313a9a4c-c756-4194-abd6-42a95984a06e,DATABASE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.96,LOW,1
CVE-2021-25290,HIGH,10.45.78.10,i-0ff782,,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Out-of-bounds Write in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25290', 'https://github.com/python-pillow/Pillow/commit/86f02f7c70862a0954bfe8133736d352db978eaa', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html', 'https://security.gentoo.org/glsa/202107-33', 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html', 'https://github.com/python-pillow/Pillow/commit/e25be1e33dc526bfd1094bc778a54d8e29bf66c9', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-36.yaml']","CVE-2021-25290: An issue was discovered in Pillow before 8.1.1. In TiffDecode.c, there is a n...",8.1.1,19-03-2021,0.00261,0,0,0,d76f1270-0b00-4956-b445-9567aa390d94,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2023-44271,HIGH,,,reporting-api.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pillow Denial of Service vulnerability,"['https://nvd.nist.gov/vuln/detail/CVE-2023-44271', 'https://github.com/python-pillow/Pillow/pull/7244', 'https://github.com/python-pillow/Pillow/commit/1fe1bb49c452b0318cad12ea9d97c3bef188e9a7', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2023-227.yaml', 'https://devhub.checkmarx.com/cve-details/CVE-2023-44271', 'https://lists.debian.org/debian-lts-announce/2024/03/msg00021.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/N2JOEDUJDQLCUII2LQYZYSM7RJL2I3P4']",CVE-2023-44271: An issue was discovered in Pillow before 10.0.0. It is a Denial of Service th...,10.0.0,03-11-2023,0.00236,0,0,0,89cd0d5f-7dd3-419e-a441-0e653438e51c,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.95,LOW,1
CVE-2021-25292,MEDIUM,10.88.44.77,,,,pillow,5.4.1,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Regular Expression Denial of Service (ReDoS) in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25292', 'https://github.com/python-pillow/Pillow/commit/3bce145966374dd39ce58a6fc0083f8d1890719c', 'https://github.com/python-pillow/Pillow/commit/6207b44ab1ff4a91d8ddc7579619876d0bb191a4', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/521dab94c7ab72b037bd9a83e9663401e0fd2cee', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-38.yaml']",CVE-2021-25292: An issue was discovered in Pillow before 8.1.1. The PDF parser allows a regul...,8.1.1,19-03-2021,0.00182,0,0,0,e757e8b1-1a9a-459e-a573-816d85820464,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.08,LOW,1
CVE-2022-22816,MEDIUM,10.77.11.22,,bastion-host.internal,,pillow,5.4.1,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,Out-of-bounds Read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2022-22816', 'https://github.com/python-pillow/Pillow/blob/c5d9223a8b5e9295d15b5a9b1ef1dae44c8499f3/src/path.c#L331', 'https://pillow.readthedocs.io/en/stable/releasenotes/9.0.0.html#fixed-imagepath-path-array-handling', 'https://lists.debian.org/debian-lts-announce/2022/01/msg00018.html', 'https://www.debian.org/security/2022/dsa-5053', 'https://security.gentoo.org/glsa/202211-10', 'https://github.com/python-pillow/Pillow/pull/5920', 'https://github.com/python-pillow/Pillow/commit/5543e4e2d409cd9e409bc64cdc77be0af007a31f', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2022-9.yaml']",CVE-2022-22816: path_getbbox in path.c in Pillow before 9.0.0 has a buffer over-read during i...,9.0.0,10-01-2022,0.00137,0,0,0,869a7f56-6060-4309-b78c-49cf4bd6020e,MANAGEMENT,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.7,LOW,1
CVE-2021-28675,HIGH,10.77.11.23,,dns-core.internal,,pillow,5.4.1,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Pillow denial of service,"['https://nvd.nist.gov/vuln/detail/CVE-2021-28675', 'https://github.com/python-pillow/Pillow/pull/5377/commits/22e9bee4ef225c0edbb9323f94c26cee0c623497', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28675-fix-dos-in-psdimageplugin', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-139.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL']",CVE-2021-28675: An issue was discovered in Pillow before 8.2.0. PSDImagePlugin.PsdImageFile l...,8.2.0,02-06-2021,0.00144,0,0,0,47a1999d-8d35-4932-a6b0-c08a876b62d7,MANAGEMENT,0.5,PROD,NONE,CRITICAL,1.0,0.75,52:26.1,2026-06-16T04:53:49.070884+00:00,3.75,LOW,1
CVE-2021-25293,HIGH,10.77.11.24,,backup-storage.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Out of bounds read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25293', 'https://github.com/python-pillow/Pillow/commit/4853e522bddbec66022c0915b9a56255d0188bf9', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/f891baa604636cd2506a9360d170bc2cf4963cc5', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-39.yaml']",CVE-2021-25293: An issue was discovered in Pillow before 8.1.1. There is an out-of-bounds rea...,8.1.1,19-03-2021,0.00169,0,0,0,565486e9-a623-4ca2-89c0-d359fbd7c6c9,STORAGE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.95,LOW,1
CVE-2023-45857,MEDIUM,10.77.11.25,,monitoring-server.internal,,axios,0.19.0,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Axios Cross-Site Request Forgery Vulnerability,"['https://nvd.nist.gov/vuln/detail/CVE-2023-45857', 'https://github.com/axios/axios/issues/6006', 'https://github.com/axios/axios/issues/6022', 'https://github.com/axios/axios/pull/6028', 'https://github.com/axios/axios/commit/96ee232bd3ee4de2e657333d4d2191cd389e14d0', 'https://github.com/axios/axios/releases/tag/v1.6.0', 'https://security.snyk.io/vuln/SNYK-JS-AXIOS-6032459', 'https://github.com/axios/axios/pull/6091', 'https://github.com/axios/axios/commit/2755df562b9c194fba6d8b609a383443f6a6e967', 'https://github.com/axios/axios/releases/tag/v0.28.0', 'https://security.netapp.com/advisory/ntap-20240621-0006']",CVE-2023-45857: An issue discovered in Axios 1.5.1 inadvertently reveals the confidential XSR...,,08-11-2023,0.0024,0,0,0,9bf5097d-b003-4441-8e99-a0f4189fe4b1,MONITORING,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.08,LOW,1
CVE-2024-47764,LOW,10.77.11.26,,dev-sandbox.internal,,cookie,0.4.0,,,"cookie accepts cookie name, path, and domain with out of bounds characters","['https://github.com/jshttp/cookie/security/advisories/GHSA-pxg6-pf52-xh8x', 'https://github.com/jshttp/cookie/pull/167', 'https://github.com/jshttp/cookie/commit/e10042845354fea83bd8f34af72475eed1dadf5c']",CVE-2024-47764: cookie is a basic HTTP cookie parser and serializer for HTTP servers. The coo...,,04-10-2024,0.00205,0,0,0,dee412a1-f444-4471-8183-c792d8242471,DATABASE,0.5,NON_PROD,NONE,MEDIUM,0.5,0.5,52:26.1,2026-06-16T04:53:49.070884+00:00,1.75,LOW,1
CVE-2021-28678,MEDIUM,10.77.11.28,,public-api-gateway.internal,,pillow,5.4.1,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Insufficient Verification of Data Authenticity in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-28678', 'https://github.com/python-pillow/Pillow/pull/5377', 'https://github.com/python-pillow/Pillow/pull/5377/commits/496245aa4365d0827390bd0b6fbd11287453b3a1', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28678-fix-blp-dos', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-94.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL']","CVE-2021-28678: An issue was discovered in Pillow before 8.2.0. For BLP data, BlpImagePlugin ...",8.2.0,02-06-2021,0.0011,0,0,0,4add5871-c206-4cb1-b9e7-53cfc01e7fb6,API,0.8,UNKNOWN,NONE,HIGH,0.75,0.78,52:26.1,2026-06-16T04:53:49.070884+00:00,3.83,LOW,1
CVE-2024-43799,LOW,10.110.172.27,,fraud-detection-api.internal,,send,0.17.1,5.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,send vulnerable to template injection that can lead to XSS,"['https://github.com/pillarjs/send/security/advisories/GHSA-m6fv-jmcg-4jfg', 'https://nvd.nist.gov/vuln/detail/CVE-2024-43799', 'https://github.com/pillarjs/send/commit/ae4f2989491b392ae2ef3b0015a019770ae65d35', 'https://lists.debian.org/debian-lts-announce/2025/06/msg00022.html']",CVE-2024-43799: Send is a library for streaming files from the file system as a http response...,0.19.0,10-09-2024,0.00175,0,0,0,ca8aa494-fa92-4695-bcf1-a2704ee1afcc,fraud_detection_api,0.5,prod,azure,critical,1.0,0.75,04-07-2022 11:54,2026-06-16T04:53:49.070884+00:00,4.13,MEDIUM,1
CVE-2023-26159,MEDIUM,10.134.91.130,,,,follow-redirects,1.5.10,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,Follow Redirects improperly handles URLs in the url.parse() function,"['https://nvd.nist.gov/vuln/detail/CVE-2023-26159', 'https://github.com/follow-redirects/follow-redirects/issues/235', 'https://github.com/follow-redirects/follow-redirects/pull/236', 'https://security.snyk.io/vuln/SNYK-JS-FOLLOWREDIRECTS-6141137', 'https://github.com/follow-redirects/follow-redirects/commit/7a6567e16dfa9ad18a70bfe91784c28653fbf19d', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZZ425BFKNBQ6AK7I5SAM56TWON5OF2XM', 'https://security.netapp.com/advisory/ntap-20241108-0002']",CVE-2023-26159: Versions of the package follow-redirects before 1.15.4 are vulnerable to Impr...,1.15.4,02-01-2024,0.00101,0,0,0,34581812-a35e-4c0a-b576-64331cdce4cf,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.28,LOW,1
CVE-2022-22815,MEDIUM,10.57.12.190,i-05ed25,payment-db.internal,,pillow,5.4.1,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,Improper Initialization in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2022-22815', 'https://github.com/python-pillow/Pillow/blob/c5d9223a8b5e9295d15b5a9b1ef1dae44c8499f3/src/path.c#L331', 'https://pillow.readthedocs.io/en/stable/releasenotes/9.0.0.html#fixed-imagepath-path-array-handling', 'https://lists.debian.org/debian-lts-announce/2022/01/msg00018.html', 'https://www.debian.org/security/2022/dsa-5053', 'https://github.com/python-pillow/Pillow/commit/c48271ab354db49cdbd740bc45e13be4f0f7993c', 'https://github.com/python-pillow/Pillow/pull/5920', 'https://github.com/python-pillow/Pillow/commit/1e092419b6806495c683043ab3feb6ce264f3b9c', 'https://github.com/python-pillow/Pillow/blob/e8ab5640774716c5486d3cb05167f74f742ad6ef/CHANGES.rst?plain=1#L1187', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2022-8.yaml']",CVE-2022-22815: path_getbbox in path.c in Pillow before 9.0.0 improperly initializes ImagePat...,9.0.0,10-01-2022,0.00095,0,0,0,4effa8e8-92bb-47bb-a776-7ec04d03d8fe,payment_db,0.5,prod,aws,critical,1.0,0.75,05-04-2022 23:06,2026-06-16T04:53:49.070884+00:00,4.5,MEDIUM,1
CVE-2025-27152,HIGH,10.57.12.191,i-09af73,invoice-service.internal,,axios,0.19.0,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,axios Requests Vulnerable To Possible SSRF and Credential Leakage via Absolute URL,"['https://github.com/axios/axios/security/advisories/GHSA-jr5f-v2jv-69x6', 'https://github.com/axios/axios/issues/6463', 'https://github.com/axios/axios/commit/fb8eec214ce7744b5ca787f2c3b8339b2f54b00f', 'https://github.com/axios/axios/releases/tag/v1.8.2', 'https://nvd.nist.gov/vuln/detail/CVE-2025-27152', 'https://github.com/axios/axios/pull/6829', 'https://github.com/axios/axios/commit/02c3c69ced0f8fd86407c23203835892313d7fde']",CVE-2025-27152: axios is a promise based HTTP client for the browser and node.js. The issue o...,0.30.0,07-03-2025,0.00212,0,0,0,f90c764f-3161-4743-bd40-9cb2f7810b2a,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.4,LOW,1
CVE-2022-0536,MEDIUM,10.110.172.99,,customer-portal.internal,,follow-redirects,1.5.10,2.6,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,Exposure of Sensitive Information to an Unauthorized Actor in follow-redirects,"['https://nvd.nist.gov/vuln/detail/CVE-2022-0536', 'https://github.com/follow-redirects/follow-redirects/commit/62e546a99c07c3ee5e4e0718c84a6ca127c5c445', 'https://huntr.dev/bounties/7cf2bf90-52da-4d59-8028-a73b132de0db']",CVE-2022-0536: Improper Removal of Sensitive Information Before Storage or Transfer in NPM f...,1.14.8,09-02-2022,0.00069,0,0,0,440015ba-b0c7-4722-a16f-1ba9d1ff05b9,WEB,0.5,PROD,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,2.73,LOW,1
CVE-2024-45296,HIGH,10.200.50.15,,hr-db.internal,,path-to-regexp,0.1.7,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,path-to-regexp outputs backtracking regular expressions,"['https://github.com/pillarjs/path-to-regexp/security/advisories/GHSA-9wv6-86v2-598j', 'https://github.com/pillarjs/path-to-regexp/commit/29b96b4a1de52824e1ca0f49a701183cc4ed476f', 'https://github.com/pillarjs/path-to-regexp/commit/60f2121e9b66b7b622cc01080df0aabda9eedee6', 'https://nvd.nist.gov/vuln/detail/CVE-2024-45296', 'https://github.com/pillarjs/path-to-regexp/commit/925ac8e3c5780b02f58cbd4e52f95da8ad2ac485', 'https://github.com/pillarjs/path-to-regexp/commit/d31670ae8f6e69cbfd56e835742195b7d10942ef', 'https://github.com/pillarjs/path-to-regexp/commit/f1253b47b347dcb909e3e80b0eb2649109e59894', 'https://github.com/pillarjs/path-to-regexp/releases/tag/v6.3.0', 'https://security.netapp.com/advisory/ntap-20250124-0001']",CVE-2024-45296: path-to-regexp turns path strings into a regular expressions. In certain case...,,09-09-2024,0.00064,0,0,0,313a9a4c-c756-4194-abd6-42a95984a06e,DATABASE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.95,LOW,1
CVE-2024-29041,MEDIUM,10.45.78.10,i-0ff782,,,express,4.17.1,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Express.js Open Redirect in malformed URLs,"['https://github.com/expressjs/express/security/advisories/GHSA-rv95-896h-c2vc', 'https://github.com/koajs/koa/issues/1800', 'https://github.com/expressjs/express/pull/5539', 'https://github.com/expressjs/express/commit/0867302ddbde0e9463d0564fea5861feb708c2dd', 'https://github.com/expressjs/express/commit/0b746953c4bd8e377123527db11f9cd866e39f94', 'https://expressjs.com/en/4x/api.html#res.location', 'https://nvd.nist.gov/vuln/detail/CVE-2024-29041']",CVE-2024-29041: Express.js minimalist web framework for node. Versions of Express.js prior to...,4.19.2,25-03-2024,0.00154,0,0,0,d76f1270-0b00-4956-b445-9567aa390d94,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,2.98,LOW,1
CVE-2024-43796,LOW,,,reporting-api.internal,,express,4.17.1,5.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,express vulnerable to XSS via response.redirect(),"['https://github.com/expressjs/express/security/advisories/GHSA-qw6h-vgh9-j6wx', 'https://nvd.nist.gov/vuln/detail/CVE-2024-43796', 'https://github.com/expressjs/express/commit/54271f69b511fea198471e6ff3400ab805d6b553']","CVE-2024-43796: Express.js minimalist web framework for node. In express < 4.20.0, passing un...",4.20.0,10-09-2024,0.0012,0,0,0,89cd0d5f-7dd3-419e-a441-0e653438e51c,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2026-25639,HIGH,10.88.44.77,,,,axios,0.19.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,"['https://github.com/axios/axios/security/advisories/GHSA-43fc-jf86-j433', 'https://github.com/axios/axios/pull/7369', 'https://github.com/axios/axios/commit/28c721588c7a77e7503d0a434e016f852c597b57', 'https://github.com/axios/axios/releases/tag/v1.13.5', 'https://nvd.nist.gov/vuln/detail/CVE-2026-25639', 'https://github.com/axios/axios/pull/7388', 'https://github.com/axios/axios/commit/d7ff1409c68168d3057fc3891f911b2b92616f9e', 'https://github.com/axios/axios/releases/tag/v0.30.3']",CVE-2026-25639: Axios is a promise based HTTP client for the browser and Node.js. Prior to ve...,0.30.3,09-02-2026,0.00129,0,0,0,e757e8b1-1a9a-459e-a573-816d85820464,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2024-47081,MEDIUM,10.77.11.22,,bastion-host.internal,,requests,2.18.0,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,Requests vulnerable to .netrc credentials leak via malicious URLs,"['https://github.com/psf/requests/security/advisories/GHSA-9hjg-9r4m-mvj7', 'https://nvd.nist.gov/vuln/detail/CVE-2024-47081', 'https://github.com/psf/requests/pull/6965', 'https://github.com/psf/requests/commit/96ba401c1296ab1dda74a2365ef36d88f7d144ef', 'https://requests.readthedocs.io/en/latest/api/#requests.Session.trust_env', 'https://seclists.org/fulldisclosure/2025/Jun/2', 'http://seclists.org/fulldisclosure/2025/Jun/2', 'http://www.openwall.com/lists/oss-security/2025/06/03/11', 'http://www.openwall.com/lists/oss-security/2025/06/03/9', 'http://www.openwall.com/lists/oss-security/2025/06/04/1', 'http://www.openwall.com/lists/oss-security/2025/06/04/6']","CVE-2024-47081: Requests is a HTTP library. Due to a URL parsing issue, Requests releases pri...",,09-06-2025,0.00208,0,0,0,869a7f56-6060-4309-b78c-49cf4bd6020e,MANAGEMENT,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.4,LOW,1
CVE-2025-15284,MEDIUM,10.77.11.23,,dns-core.internal,,qs,6.7.0,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,"['https://github.com/ljharb/qs/security/advisories/GHSA-6rw7-vpxm-498p', 'https://nvd.nist.gov/vuln/detail/CVE-2025-15284', 'https://github.com/ljharb/qs/commit/3086902ecf7f088d0d1803887643ac6c03d415b9']",CVE-2025-15284: Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS...,6.14.1,29-12-2025,0.00035,0,0,0,47a1999d-8d35-4932-a6b0-c08a876b62d7,MANAGEMENT,0.5,PROD,NONE,CRITICAL,1.0,0.75,52:26.1,2026-06-16T04:53:49.070884+00:00,3.3,LOW,1
CVE-2024-35195,MEDIUM,10.77.11.24,,backup-storage.internal,,requests,2.18.0,5.6,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,Requests `Session` object does not verify requests after making first request with verify=False,"['https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56', 'https://github.com/psf/requests/pull/6655', 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac', 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IYLSNK5TL46Q6XPRVMHVWS63MVJQOK4Q', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/N7WP6EYDSUOCOJYHDK5NX43PYZ4SNHGZ']","CVE-2024-35195: Requests is a HTTP library. Prior to 2.32.0, when making requests through a R...",,20-05-2024,0.00074,0,0,0,565486e9-a623-4ca2-89c0-d359fbd7c6c9,STORAGE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.48,LOW,1
CVE-2025-13465,MEDIUM,10.77.11.25,,monitoring-server.internal,,lodash,4.17.4,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,"['https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg', 'https://nvd.nist.gov/vuln/detail/CVE-2025-13465', 'https://github.com/lodash/lodash/commit/edadd452146f7e4bad4ea684e955708931d84d81']",CVE-2025-13465: Lodash versions 4.0.0 through 4.17.22 are vulnerable to prototype pollution i...,4.17.23,21-01-2026,0.00028,0,0,0,9bf5097d-b003-4441-8e99-a0f4189fe4b1,MONITORING,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,2.78,LOW,1
CVE-2026-2391,LOW,10.77.11.26,,dev-sandbox.internal,,qs,6.7.0,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,qs's arrayLimit bypass in comma parsing allows denial of service,"['https://github.com/ljharb/qs/security/advisories/GHSA-w7fw-mjwx-w883', 'https://nvd.nist.gov/vuln/detail/CVE-2026-2391', 'https://github.com/ljharb/qs/commit/f6a7abff1f13d644db9b05fe4f2c98ada6bf8482']",CVE-2026-2391: ### Summary The `arrayLimit` option in qs does not enforce limits for comma-s...,6.14.2,12-02-2026,0.00076,0,0,0,dee412a1-f444-4471-8183-c792d8242471,DATABASE,0.5,NON_PROD,NONE,MEDIUM,0.5,0.5,52:26.1,2026-06-16T04:53:49.070884+00:00,2.68,LOW,1
CVE-2026-27205,LOW,10.77.11.28,,public-api-gateway.internal,,flask,0.12.0,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,Flask session does not add `Vary: Cookie` header when accessed in some ways,"['https://github.com/pallets/flask/security/advisories/GHSA-68rp-wp8r-4726', 'https://github.com/pallets/flask/commit/089cb86dd22bff589a4eafb7ab8e42dc357623b4', 'https://github.com/pallets/flask/releases/tag/3.1.3', 'https://nvd.nist.gov/vuln/detail/CVE-2026-27205']",CVE-2026-27205: Flask is a web server gateway interface (WSGI) web application framework. In ...,3.1.3,21-02-2026,0.00014,0,0,0,4add5871-c206-4cb1-b9e7-53cfc01e7fb6,API,0.8,UNKNOWN,NONE,HIGH,0.75,0.78,52:26.1,2026-06-16T04:53:49.070884+00:00,3.53,LOW,1
